ATM_ID,Date,Location,Transactions,Withdrawal_Amount,Cash_Loaded,Cash_Remaining,Weekend_Flag,Salary_Week_Flag
ATM_016,2025-09-21,Ahmedabad,137,238791,603436,329146,1,0
ATM_017,2025-09-21,Anand,67,156311,302453,141944,1,0
ATM_018,2025-09-21,Anand,137,215638,539510,379124,1,0
ATM_019,2025-09-21,Vadodara,57,155724,438763,226704,1,0
ATM_020,2025-09-21,Surat,102,225318,553893,324101,1,0
ATM_001,2025-09-22,Rajkot,62,181412,541780,403800,0,0
ATM_002,2025-09-22,Anand,208,457184,615243,200048,0,0
ATM_003,2025-09-22,Ahmedabad,87,256128,589889,291193,0,0
ATM_004,2025-09-22,Ahmedabad,58,139374,400004,306918,0,0
ATM_005,2025-09-22,Vadodara,183,411567,829159,450057,0,0
ATM_006,2025-09-22,Anand,82,205082,417592,207512,0,0
ATM_007,2025-09-22,Rajkot,53,71073,729158,725138,0,0
ATM_008,2025-09-22,Anand,44,108944,752170,636104,0,0
ATM_009,2025-09-22,Rajkot,89,148185,486094,406503,0,0
ATM_010,2025-09-22,Anand,147,263130,391388,69310,0,0
ATM_011,2025-09-22,Ahmedabad,148,208680,529308,314495,0,0
ATM_012,2025-09-22,Rajkot,120,344400,878778,580751,0,0
ATM_013,2025-09-22,Surat,124,340256,841380,533929,0,0
ATM_014,2025-09-22,Rajkot,202,547420,679463,172630,0,0
ATM_015,2025-09-22,Anand,106,248040,602068,323896,0,0
ATM_016,2025-09-22,Surat,88,81224,520320,425703,0,0
ATM_017,2025-09-22,Ahmedabad,199,223875,766792,606434,0,0
ATM_018,2025-09-22,Anand,149,354322,770518,430738,0,0
ATM_019,2025-09-22,Surat,176,423632,672008,238817,0,0
ATM_020,2025-09-22,Surat,41,41615,618726,643275,0,0
ATM_001,2025-09-23,Surat,50,56850,306689,192322,0,0
ATM_002,2025-09-23,Rajkot,144,152928,669052,568427,0,0
ATM_003,2025-09-23,Vadodara,145,258535,499861,236636,0,0
ATM_004,2025-09-23,Rajkot,71,113813,733718,593876,0,0
ATM_005,2025-09-23,Surat,201,522399,659536,80132,0,0
ATM_006,2025-09-23,Anand,177,459315,531892,125875,0,0
ATM_007,2025-09-23,Ahmedabad,211,162048,877040,712916,0,0
ATM_008,2025-09-23,Ahmedabad,195,430755,787949,355845,0,0
ATM_009,2025-09-23,Surat,160,393600,370928,0,0,0
ATM_010,2025-09-23,Vadodara,117,159588,797572,639120,0,0
ATM_011,2025-09-23,Vadodara,107,193563,707579,578199,0,0
ATM_012,2025-09-23,Ahmedabad,191,282871,727490,401441,0,0
ATM_013,2025-09-23,Rajkot,125,363875,872609,478773,0,0
ATM_014,2025-09-23,Surat,121,309155,847120,542047,0,0
ATM_015,2025-09-23,Ahmedabad,167,136272,585537,491648,0,0
ATM_016,2025-09-23,Ahmedabad,158,145992,416731,251371,0,0
ATM_017,2025-09-23,Rajkot,44,33616,655838,572651,0,0
ATM_018,2025-09-23,Anand,162,333882,390622,118760,0,0
ATM_019,2025-09-23,Ahmedabad,51,101388,826843,731607,0,0
ATM_020,2025-09-23,Rajkot,186,481926,476869,21567,0,0
ATM_001,2025-09-24,Vadodara,128,306944,689075,354330,0,0
ATM_002,2025-09-24,Rajkot,44,88088,383205,231215,0,0
ATM_003,2025-09-24,Surat,51,35853,854031,850444,0,0
ATM_004,2025-09-24,Ahmedabad,201,305520,324688,81123,0,0
ATM_005,2025-09-24,Vadodara,136,246432,482395,290371,0,0
ATM_006,2025-09-24,Vadodara,170,188530,846100,684072,0,0
ATM_007,2025-09-24,Anand,192,365568,544535,216633,0,0
ATM_008,2025-09-24,Vadodara,174,135024,769636,574745,0,0
ATM_009,2025-09-24,Anand,174,501816,423164,0,0,0
ATM_010,2025-09-24,Ahmedabad,143,163163,401815,273330,0,0
ATM_011,2025-09-24,Anand,41,42886,557420,532565,0,0
ATM_012,2025-09-24,Anand,149,402002,717348,356568,0,0
ATM_013,2025-09-24,Surat,67,47369,716732,675430,0,0
ATM_014,2025-09-24,Ahmedabad,87,225069,815606,593887,0,0
ATM_015,2025-09-24,Anand,149,418690,338301,0,0,0
ATM_016,2025-09-24,Anand,129,252840,444788,248020,0,0
ATM_017,2025-09-24,Vadodara,178,308296,888531,512410,0,0
ATM_018,2025-09-24,Rajkot,217,438123,682946,195988,0,0
ATM_019,2025-09-24,Anand,111,244089,495740,289050,0,0
ATM_020,2025-09-24,Vadodara,72,151488,739058,584074,0,0
ATM_001,2025-09-25,Anand,119,105315,653423,562517,0,0
ATM_002,2025-09-25,Ahmedabad,121,291005,669385,441317,0,0
ATM_003,2025-09-25,Anand,103,222892,418045,137276,0,0
ATM_004,2025-09-25,Anand,204,269892,804026,509536,0,0
ATM_005,2025-09-25,Anand,136,376176,585342,149378,0,0
ATM_006,2025-09-25,Rajkot,83,225594,868909,630671,0,0
ATM_007,2025-09-25,Anand,50,37300,828151,827498,0,0
ATM_008,2025-09-25,Surat,186,462768,598524,142888,0,0
ATM_009,2025-09-25,Surat,89,141243,310940,126560,0,0
ATM_010,2025-09-25,Ahmedabad,79,162424,475700,361158,0,0
ATM_011,2025-09-25,Rajkot,98,78008,566701,486285,0,0
ATM_012,2025-09-25,Ahmedabad,191,432042,316723,0,0,0
ATM_013,2025-09-25,Ahmedabad,191,169799,415525,217851,0,0
ATM_014,2025-09-25,Ahmedabad,97,101462,349970,261944,0,0
ATM_015,2025-09-25,Rajkot,121,150403,826197,734178,0,0
ATM_016,2025-09-25,Surat,72,141192,432719,229805,0,0
ATM_017,2025-09-25,Vadodara,46,76774,810317,769833,0,0
ATM_018,2025-09-25,Ahmedabad,62,92814,549996,453063,0,0
ATM_019,2025-09-25,Vadodara,62,118296,621494,551514,0,0
ATM_020,2025-09-25,Anand,131,385271,570944,146646,0,0
ATM_001,2025-09-26,Rajkot,45,67095,749355,752180,0,0
ATM_002,2025-09-26,Surat,121,162382,360102,262342,0,0
ATM_003,2025-09-26,Surat,125,371500,841549,445671,0,0
ATM_004,2025-09-26,Ahmedabad,69,69621,441299,416392,0,0
ATM_005,2025-09-26,Anand,148,341732,387163,100933,0,0
ATM_006,2025-09-26,Anand,146,358868,492746,158022,0,0
ATM_007,2025-09-26,Anand,40,87040,878422,808611,0,0
ATM_008,2025-09-26,Anand,48,109680,439485,374765,0,0
ATM_009,2025-09-26,Rajkot,96,136800,365366,166791,0,0
ATM_010,2025-09-26,Anand,109,258984,363138,77496,0,0
ATM_011,2025-09-26,Ahmedabad,181,480193,887618,437486,0,0
ATM_012,2025-09-26,Surat,208,441792,883013,480933,0,0
ATM_013,2025-09-26,Vadodara,122,240828,676306,370042,0,0
ATM_014,2025-09-26,Ahmedabad,105,132615,885098,767100,0,0
ATM_015,2025-09-26,Rajkot,134,281936,778170,496115,0,0
ATM_016,2025-09-26,Surat,187,428791,564338,149457,0,0
ATM_017,2025-09-26,Vadodara,190,566390,556996,48252,0,0
ATM_018,2025-09-26,Rajkot,123,209592,495593,329213,0,0
ATM_019,2025-09-26,Rajkot,149,400214,567287,219455,0,0
ATM_020,2025-09-26,Vadodara,151,332653,408647,118639,0,0
ATM_001,2025-09-27,Vadodara,86,109134,397808,325859,1,0
ATM_002,2025-09-27,Ahmedabad,56,80248,595025,485324,1,0
ATM_003,2025-09-27,Surat,44,45276,652742,630537,1,0
ATM_004,2025-09-27,Anand,115,221720,692554,483866,1,0
ATM_005,2025-09-27,Vadodara,122,129198,332120,165738,1,0
ATM_006,2025-09-27,Rajkot,72,193248,536204,312589,1,0
ATM_007,2025-09-27,Anand,132,118140,336528,227975,1,0
ATM_008,2025-09-27,Anand,108,130140,671963,476946,1,0
ATM_009,2025-09-27,Anand,100,196000,677508,449861,1,0
ATM_010,2025-09-27,Surat,76,181260,859062,686170,1,0
ATM_011,2025-09-27,Ahmedabad,166,116366,540410,377277,1,0
ATM_012,2025-09-27,Ahmedabad,174,165822,525973,337997,1,0
ATM_013,2025-09-27,Anand,150,270300,637141,308033,1,0
ATM_014,2025-09-27,Ahmedabad,110,147400,835414,630781,1,0
ATM_015,2025-09-27,Vadodara,80,78880,500399,421639,1,0
ATM_016,2025-09-27,Rajkot,202,171498,831240,592524,1,0
ATM_017,2025-09-27,Surat,100,73900,802407,756844,1,0
ATM_018,2025-09-27,Ahmedabad,59,66198,629324,542537,1,0
ATM_019,2025-09-27,Anand,48,117264,473720,293089,1,0
ATM_020,2025-09-27,Vadodara,145,244180,787762,555386,1,0
ATM_001,2025-09-28,Ahmedabad,211,561471,724302,172582,1,0
ATM_002,2025-09-28,Rajkot,79,149073,898985,816251,1,0
ATM_003,2025-09-28,Surat,103,244213,449482,152670,1,0
ATM_004,2025-09-28,Anand,170,454920,843406,413609,1,0
ATM_005,2025-09-28,Rajkot,213,194469,480106,320653,1,0
ATM_006,2025-09-28,Ahmedabad,193,331381,897188,583842,1,0
ATM_007,2025-09-28,Vadodara,44,73656,844280,831211,1,0
ATM_008,2025-09-28,Vadodara,81,218700,806387,598430,1,0
ATM_009,2025-09-28,Rajkot,87,87783,602105,477752,1,0
ATM_010,2025-09-28,Ahmedabad,104,137488,619076,535461,1,0
ATM_011,2025-09-28,Surat,214,402748,419902,4758,1,0
ATM_012,2025-09-28,Surat,116,221444,311242,151813,1,0
ATM_013,2025-09-28,Ahmedabad,111,309357,464716,149350,1,0
ATM_014,2025-09-28,Ahmedabad,156,447876,629768,210954,1,0
ATM_015,2025-09-28,Vadodara,108,159084,543496,397829,1,0
ATM_016,2025-09-28,Ahmedabad,96,140736,456176,289461,1,0
ATM_017,2025-09-28,Surat,90,227340,756502,500034,1,0
ATM_018,2025-09-28,Surat,117,209781,330630,72914,1,0
ATM_019,2025-09-28,Vadodara,75,156975,877438,690251,1,0
ATM_020,2025-09-28,Ahmedabad,113,187015,500082,258193,1,0
ATM_001,2025-09-29,Vadodara,138,293940,485925,125985,0,0
ATM_002,2025-09-29,Vadodara,100,262100,599548,402626,0,0
ATM_003,2025-09-29,Anand,143,301158,724242,427222,0,0
ATM_004,2025-09-29,Surat,157,408671,488970,69301,0,0
ATM_005,2025-09-29,Ahmedabad,171,356706,787650,432747,0,0
ATM_006,2025-09-29,Vadodara,66,119856,427628,284403,0,0
ATM_007,2025-09-29,Rajkot,136,286552,492033,199259,0,0
ATM_008,2025-09-29,Surat,186,204042,674123,424223,0,0
ATM_009,2025-09-29,Anand,112,160160,822469,703347,0,0
ATM_010,2025-09-29,Vadodara,165,342540,595036,241344,0,0
ATM_011,2025-09-29,Ahmedabad,213,511413,721327,157968,0,0
ATM_012,2025-09-29,Anand,172,467840,574142,74789,0,0
ATM_013,2025-09-29,Anand,132,95964,326408,297558,0,0
ATM_014,2025-09-29,Rajkot,163,311167,875409,632942,0,0
ATM_015,2025-09-29,Anand,104,175448,494873,314194,0,0
ATM_016,2025-09-29,Surat,129,156864,848625,750101,0,0
ATM_017,2025-09-29,Surat,188,555540,375983,0,0,0
ATM_018,2025-09-29,Anand,75,185025,824097,579150,0,0
ATM_019,2025-09-29,Vadodara,119,111741,599599,479862,0,0
ATM_020,2025-09-29,Surat,45,77580,663730,597820,0,0
ATM_001,2025-09-30,Anand,113,334254,861725,583425,0,0
ATM_002,2025-09-30,Rajkot,86,182492,350861,182981,0,0
ATM_003,2025-09-30,Anand,57,113601,533826,419638,0,0
ATM_004,2025-09-30,Surat,172,129344,659568,577331,0,0
ATM_005,2025-09-30,Anand,150,431550,368625,0,0,0
ATM_006,2025-09-30,Surat,66,125400,567242,460297,0,0
ATM_007,2025-09-30,Ahmedabad,170,441830,429430,57511,0,0
ATM_008,2025-09-30,Vadodara,159,458874,383572,0,0,0
ATM_009,2025-09-30,Rajkot,164,180400,434021,217450,0,0
ATM_010,2025-09-30,Anand,168,247296,456155,261311,0,0
ATM_011,2025-09-30,Ahmedabad,63,76293,591833,470407,0,0
ATM_012,2025-09-30,Ahmedabad,201,222708,467231,198252,0,0
ATM_013,2025-09-30,Surat,206,597812,605595,10095,0,0
ATM_014,2025-09-30,Anand,141,380700,790174,442677,0,0
ATM_015,2025-09-30,Rajkot,202,562974,596866,19076,0,0
ATM_016,2025-09-30,Surat,80,165760,591827,416908,0,0
ATM_017,2025-09-30,Vadodara,161,454986,541761,45069,0,0
ATM_018,2025-09-30,Ahmedabad,182,519792,817061,275820,0,0
ATM_019,2025-09-30,Rajkot,175,373275,839513,488321,0,0
ATM_020,2025-09-30,Vadodara,42,116970,547187,445236,0,0
ATM_001,2025-10-01,Anand,197,342386,592207,262431,0,1
ATM_002,2025-10-01,Vadodara,93,174282,753896,609036,0,1
ATM_003,2025-10-01,Rajkot,115,152605,552005,434944,0,1
ATM_004,2025-10-01,Vadodara,159,341214,824903,537908,0,1
ATM_005,2025-10-01,Rajkot,82,243048,531631,293629,0,1
ATM_006,2025-10-01,Rajkot,154,429660,560135,180508,0,1
ATM_007,2025-10-01,Anand,143,115973,670837,532882,0,1
ATM_008,2025-10-01,Anand,152,109288,490674,424224,0,1
ATM_009,2025-10-01,Surat,103,116390,840569,729479,0,1
ATM_010,2025-10-01,Rajkot,139,192932,503240,244650,0,1
ATM_011,2025-10-01,Ahmedabad,130,389870,543376,170931,0,1
ATM_012,2025-10-01,Vadodara,90,212490,641458,496770,0,1
ATM_013,2025-10-01,Ahmedabad,109,297025,694230,438122,0,1
ATM_014,2025-10-01,Rajkot,87,212367,460364,192548,0,1
ATM_015,2025-10-01,Vadodara,75,76650,391050,328155,0,1
ATM_016,2025-10-01,Ahmedabad,71,94004,615652,542926,0,1
ATM_017,2025-10-01,Anand,73,52998,719754,652699,0,1
ATM_018,2025-10-01,Anand,233,208302,464885,205143,0,1
ATM_019,2025-10-01,Rajkot,198,496386,756447,319197,0,1
ATM_020,2025-10-01,Ahmedabad,148,337884,528615,197806,0,1
ATM_001,2025-10-02,Vadodara,138,308844,880019,504096,0,1
ATM_002,2025-10-02,Ahmedabad,228,307800,595940,318595,0,1
ATM_003,2025-10-02,Surat,214,257442,772038,562623,0,1
ATM_004,2025-10-02,Ahmedabad,243,395361,453615,84874,0,1
ATM_005,2025-10-02,Vadodara,99,208098,374389,178159,0,1
ATM_006,2025-10-02,Rajkot,145,352495,562057,182301,0,1
ATM_007,2025-10-02,Ahmedabad,176,282128,610377,282707,0,1
ATM_008,2025-10-02,Rajkot,227,523916,383680,0,0,1
ATM_009,2025-10-02,Rajkot,245,584325,534585,15626,0,1
ATM_010,2025-10-02,Anand,84,226716,740092,465395,0,1
ATM_011,2025-10-02,Surat,85,215390,644405,488361,0,1
ATM_012,2025-10-02,Surat,157,376486,820140,387382,0,1
ATM_013,2025-10-02,Anand,122,157136,514766,330636,0,1
ATM_014,2025-10-02,Vadodara,148,387020,467106,112407,0,1
ATM_015,2025-10-02,Anand,248,515840,458731,0,0,1
ATM_016,2025-10-02,Vadodara,174,407508,823801,366614,0,1
ATM_017,2025-10-02,Surat,97,269757,774450,460720,0,1
ATM_018,2025-10-02,Anand,127,226060,427674,131646,0,1
ATM_019,2025-10-02,Anand,114,156864,355169,185825,0,1
ATM_020,2025-10-02,Ahmedabad,89,73959,545723,454941,0,1
ATM_001,2025-10-03,Anand,217,377146,783442,361748,0,1
ATM_002,2025-10-03,Rajkot,240,337200,495576,185809,0,1
ATM_003,2025-10-03,Vadodara,118,248862,510332,210579,0,1
ATM_004,2025-10-03,Surat,125,117875,807683,727696,0,1
ATM_005,2025-10-03,Anand,130,146900,732213,648291,0,1
ATM_006,2025-10-03,Anand,164,386384,456972,20622,0,1
ATM_007,2025-10-03,Ahmedabad,212,248888,495050,201726,0,1
ATM_008,2025-10-03,Ahmedabad,159,385734,854369,434171,0,1
ATM_009,2025-10-03,Rajkot,182,213850,731640,561190,0,1
ATM_010,2025-10-03,Surat,171,421857,837545,396127,0,1
ATM_011,2025-10-03,Anand,159,424212,442132,0,0,1
ATM_012,2025-10-03,Ahmedabad,137,125629,603215,428174,0,1
ATM_013,2025-10-03,Anand,239,713654,350526,0,0,1
ATM_014,2025-10-03,Vadodara,146,189216,447467,313607,0,1
ATM_015,2025-10-03,Rajkot,136,164288,350721,143393,0,1
ATM_016,2025-10-03,Ahmedabad,130,311480,419511,121200,0,1
ATM_017,2025-10-03,Anand,102,242556,681992,472764,0,1
ATM_018,2025-10-03,Surat,135,213165,597506,408729,0,1
ATM_019,2025-10-03,Vadodara,119,135184,366595,236952,0,1
ATM_020,2025-10-03,Surat,222,264180,881099,683279,0,1
ATM_001,2025-10-04,Ahmedabad,249,439485,619119,144880,1,1
ATM_002,2025-10-04,Vadodara,130,380900,309777,0,1,1
ATM_003,2025-10-04,Anand,168,208656,850059,585318,1,1
ATM_004,2025-10-04,Rajkot,83,219369,626589,418266,1,1
ATM_005,2025-10-04,Surat,221,273377,302689,79445,1,1
ATM_006,2025-10-04,Surat,212,327328,482642,120347,1,1
ATM_007,2025-10-04,Vadodara,217,341992,509142,196388,1,1
ATM_008,2025-10-04,Vadodara,227,191361,399184,182613,1,1
ATM_009,2025-10-04,Anand,99,111375,481322,398957,1,1
ATM_010,2025-10-04,Rajkot,73,60809,874299,776596,1,1
ATM_011,2025-10-04,Surat,193,332925,643556,252267,1,1
ATM_012,2025-10-04,Vadodara,176,317856,892206,534995,1,1
ATM_013,2025-10-04,Vadodara,243,236439,780902,567679,1,1
ATM_014,2025-10-04,Anand,210,326550,471508,166725,1,1
ATM_015,2025-10-04,Ahmedabad,172,151704,730873,614428,1,1
ATM_016,2025-10-04,Anand,179,503706,553610,66052,1,1
ATM_017,2025-10-04,Vadodara,75,151425,695110,497983,1,1
ATM_018,2025-10-04,Anand,155,409975,642977,215706,1,1
ATM_019,2025-10-04,Rajkot,228,240312,774180,545151,1,1
ATM_020,2025-10-04,Anand,156,216840,482080,302641,1,1
ATM_001,2025-10-05,Vadodara,242,274186,425655,87391,1,1
ATM_002,2025-10-05,Surat,225,456975,609244,153688,1,1
ATM_003,2025-10-05,Rajkot,189,489321,559495,5677,1,1
ATM_004,2025-10-05,Anand,96,253056,598840,400957,1,1
ATM_005,2025-10-05,Vadodara,129,240714,830381,548381,1,1
ATM_006,2025-10-05,Vadodara,74,80068,868832,739734,1,1
ATM_007,2025-10-05,Surat,226,267810,449829,132467,1,1
ATM_008,2025-10-05,Anand,207,230598,547580,359458,1,1
ATM_009,2025-10-05,Anand,222,364968,315024,0,1,1
ATM_010,2025-10-05,Anand,196,348880,471867,83002,1,1
ATM_011,2025-10-05,Vadodara,200,415800,577068,141164,1,1
ATM_012,2025-10-05,Ahmedabad,216,603288,359962,0,1,1
ATM_013,2025-10-05,Vadodara,212,540176,857757,347716,1,1
ATM_014,2025-10-05,Surat,125,249250,725613,520227,1,1
ATM_015,2025-10-05,Surat,247,454480,340400,0,1,1
ATM_016,2025-10-05,Rajkot,126,315882,584028,337951,1,1
ATM_017,2025-10-05,Anand,222,438672,602893,164763,1,1
ATM_018,2025-10-05,Vadodara,83,141266,470744,373985,1,1
ATM_019,2025-10-05,Rajkot,209,378081,414029,32908,1,1
ATM_020,2025-10-05,Vadodara,112,265440,825689,530122,1,1
ATM_001,2025-10-06,Rajkot,179,433538,846385,403262,0,0
ATM_002,2025-10-06,Vadodara,143,325039,418467,29962,0,0
ATM_003,2025-10-06,Anand,95,80560,567805,430024,0,0
ATM_004,2025-10-06,Rajkot,195,407550,487302,120506,0,0
ATM_005,2025-10-06,Ahmedabad,183,395646,450296,86085,0,0
ATM_006,2025-10-06,Anand,47,35203,418882,325758,0,0
ATM_007,2025-10-06,Anand,158,293090,829859,549454,0,0
ATM_008,2025-10-06,Rajkot,194,244246,601595,383956,0,0
ATM_009,2025-10-06,Surat,138,292008,682530,369482,0,0
ATM_010,2025-10-06,Ahmedabad,203,492478,414410,0,0,0
ATM_011,2025-10-06,Ahmedabad,62,79856,785742,730604,0,0
ATM_012,2025-10-06,Ahmedabad,80,147920,794969,638830,0,0
ATM_013,2025-10-06,Ahmedabad,201,543906,573044,22714,0,0
ATM_014,2025-10-06,Anand,96,256032,435021,195949,0,0
ATM_015,2025-10-06,Anand,199,560782,645515,58283,0,0
ATM_016,2025-10-06,Anand,185,150220,687650,552991,0,0
ATM_017,2025-10-06,Anand,150,367050,662825,273721,0,0
ATM_018,2025-10-06,Rajkot,60,123600,625459,570611,0,0
ATM_019,2025-10-06,Anand,207,304290,478547,105783,0,0
ATM_020,2025-10-06,Ahmedabad,187,319770,848723,578424,0,0
ATM_001,2025-10-07,Vadodara,107,319395,644769,259304,0,0
ATM_002,2025-10-07,Anand,168,351792,522340,179372,0,0
ATM_003,2025-10-07,Vadodara,58,148886,606732,511918,0,0
ATM_004,2025-10-07,Surat,142,383542,425723,0,0,0
ATM_005,2025-10-07,Vadodara,151,215175,700811,422732,0,0
ATM_006,2025-10-07,Anand,77,96481,407976,323956,0,0
ATM_007,2025-10-07,Ahmedabad,62,141112,865943,755878,0,0
ATM_008,2025-10-07,Rajkot,174,230724,461712,227145,0,0
ATM_009,2025-10-07,Ahmedabad,147,259749,661394,398983,0,0
ATM_010,2025-10-07,Anand,152,443688,789857,405213,0,0
ATM_011,2025-10-07,Anand,119,158151,647725,500877,0,0
ATM_012,2025-10-07,Ahmedabad,115,267375,850856,611816,0,0
ATM_013,2025-10-07,Vadodara,207,339894,472872,72635,0,0
ATM_014,2025-10-07,Rajkot,90,227340,342438,180431,0,0
ATM_015,2025-10-07,Anand,140,133140,767484,576246,0,0
ATM_016,2025-10-07,Surat,119,121380,439059,257449,0,0
ATM_017,2025-10-07,Ahmedabad,166,404708,878777,444275,0,0
ATM_018,2025-10-07,Surat,69,194442,772696,602015,0,0
ATM_019,2025-10-07,Anand,217,518630,368918,0,0,0
ATM_020,2025-10-07,Rajkot,43,61576,579770,550343,0,0
ATM_001,2025-10-08,Ahmedabad,147,145824,526454,398263,0,0
ATM_002,2025-10-08,Surat,113,287246,701768,468853,0,0
ATM_003,2025-10-08,Surat,49,96726,540641,473765,0,0
ATM_004,2025-10-08,Anand,65,158990,876343,670573,0,0
ATM_005,2025-10-08,Anand,169,133679,807192,729645,0,0
ATM_006,2025-10-08,Anand,165,289905,636630,346017,0,0
ATM_007,2025-10-08,Surat,84,251076,601980,346874,0,0
ATM_008,2025-10-08,Vadodara,139,325955,656599,381945,0,0
ATM_009,2025-10-08,Vadodara,189,454167,427719,0,0,0
ATM_010,2025-10-08,Surat,108,145584,881772,741320,0,0
ATM_011,2025-10-08,Surat,44,97900,630044,475865,0,0
ATM_012,2025-10-08,Ahmedabad,210,318570,362871,60007,0,0
ATM_013,2025-10-08,Vadodara,57,56145,557885,551774,0,0
ATM_014,2025-10-08,Ahmedabad,69,130341,800743,684432,0,0
ATM_015,2025-10-08,Vadodara,127,350139,404165,60685,0,0
ATM_016,2025-10-08,Anand,67,195908,770452,559873,0,0
ATM_017,2025-10-08,Anand,209,411730,781655,367204,0,0
ATM_018,2025-10-08,Rajkot,70,173320,349765,241575,0,0
ATM_019,2025-10-08,Rajkot,53,142464,446455,304983,0,0
ATM_020,2025-10-08,Rajkot,111,284715,355069,39800,0,0
ATM_001,2025-10-09,Anand,216,233928,537901,273860,0,0
ATM_002,2025-10-09,Vadodara,198,580932,718516,79704,0,0
ATM_003,2025-10-09,Surat,76,76988,898150,766062,0,0
ATM_004,2025-10-09,Surat,179,167544,558271,404710,0,0
ATM_005,2025-10-09,Anand,91,121394,307026,131521,0,0
ATM_006,2025-10-09,Ahmedabad,87,225417,474542,274464,0,0
ATM_007,2025-10-09,Surat,160,433920,877580,461473,0,0
ATM_008,2025-10-09,Rajkot,155,441285,882180,443362,0,0
ATM_009,2025-10-09,Rajkot,170,412080,617203,241598,0,0
ATM_010,2025-10-09,Vadodara,100,216800,811511,640182,0,0
ATM_011,2025-10-09,Surat,110,194920,308416,53229,0,0
ATM_012,2025-10-09,Rajkot,78,67080,628942,591540,0,0
ATM_013,2025-10-09,Ahmedabad,56,67312,317081,240140,0,0
ATM_014,2025-10-09,Rajkot,150,206100,363829,139088,0,0
ATM_015,2025-10-09,Vadodara,67,191218,511051,366613,0,0
ATM_016,2025-10-09,Vadodara,126,331758,703045,337780,0,0
ATM_017,2025-10-09,Ahmedabad,135,176985,410789,209070,0,0
ATM_018,2025-10-09,Vadodara,59,126850,473563,416567,0,0
ATM_019,2025-10-09,Surat,194,258020,478147,210258,0,0
ATM_020,2025-10-09,Ahmedabad,91,176813,835089,694570,0,0
ATM_001,2025-10-10,Anand,133,193914,722648,546597,0,0
ATM_002,2025-10-10,Surat,61,68747,416130,306445,0,0
ATM_003,2025-10-10,Surat,185,322270,406888,28407,0,0
ATM_004,2025-10-10,Surat,63,46998,693487,682413,0,0
ATM_005,2025-10-10,Anand,178,162336,408519,221620,0,0
ATM_006,2025-10-10,Vadodara,193,376929,635976,242414,0,0
ATM_007,2025-10-10,Anand,90,167130,799759,668958,0,0
ATM_008,2025-10-10,Anand,143,192049,504724,355828,0,0
ATM_009,2025-10-10,Rajkot,162,286416,560749,204333,0,0
ATM_010,2025-10-10,Surat,177,441615,723161,227261,0,0
ATM_011,2025-10-10,Rajkot,188,533920,703680,135813,0,0
ATM_012,2025-10-10,Vadodara,218,477638,683850,180866,0,0
ATM_013,2025-10-10,Rajkot,78,183456,667352,498521,0,0
ATM_014,2025-10-10,Ahmedabad,188,532604,730989,255752,0,0
ATM_015,2025-10-10,Surat,147,231084,757428,468528,0,0
ATM_016,2025-10-10,Surat,158,179646,859882,659941,0,0
ATM_017,2025-10-10,Vadodara,147,198156,773189,568876,0,0
ATM_018,2025-10-10,Ahmedabad,44,38632,433752,447350,0,0
ATM_019,2025-10-10,Vadodara,121,292094,818484,533433,0,0
ATM_020,2025-10-10,Anand,125,346875,831214,493862,0,0
ATM_001,2025-10-11,Surat,75,180900,326137,159732,1,0
ATM_002,2025-10-11,Rajkot,181,382272,518125,204254,1,0
ATM_003,2025-10-11,Rajkot,139,340689,862141,536256,1,0
ATM_004,2025-10-11,Rajkot,185,452510,607074,179185,1,0
ATM_005,2025-10-11,Ahmedabad,97,263064,476714,225843,1,0
ATM_006,2025-10-11,Surat,54,129492,556272,496039,1,0
ATM_007,2025-10-11,Rajkot,93,123690,530974,396052,1,0
ATM_008,2025-10-11,Ahmedabad,210,190890,654664,430762,1,0
ATM_009,2025-10-11,Ahmedabad,168,214704,711940,555031,1,0
ATM_010,2025-10-11,Ahmedabad,110,110220,517530,447081,1,0
ATM_011,2025-10-11,Rajkot,64,89024,377825,248667,1,0
ATM_012,2025-10-11,Anand,106,209138,328344,83981,1,0
ATM_013,2025-10-11,Anand,65,193310,834384,575904,1,0
ATM_014,2025-10-11,Rajkot,148,297332,653763,421623,1,0
ATM_015,2025-10-11,Surat,158,236684,587104,403845,1,0
ATM_016,2025-10-11,Vadodara,156,423228,472725,88766,1,0
ATM_017,2025-10-11,Rajkot,189,387261,630688,182321,1,0
ATM_018,2025-10-11,Vadodara,56,122808,821285,710189,1,0
ATM_019,2025-10-11,Surat,164,197128,436321,223054,1,0
ATM_020,2025-10-11,Vadodara,214,572022,332004,0,1,0
ATM_001,2025-10-12,Anand,170,266730,782784,447862,1,0
ATM_002,2025-10-12,Rajkot,119,155771,384696,213479,1,0
ATM_003,2025-10-12,Rajkot,127,340741,596560,194503,1,0
ATM_004,2025-10-12,Ahmedabad,217,396676,802857,450450,1,0
ATM_005,2025-10-12,Anand,172,488136,331165,0,1,0
ATM_006,2025-10-12,Vadodara,180,535500,720271,166185,1,0
ATM_007,2025-10-12,Rajkot,91,68523,513972,406804,1,0
ATM_008,2025-10-12,Ahmedabad,56,114856,717664,543277,1,0
ATM_009,2025-10-12,Anand,181,187878,820158,622274,1,0
ATM_010,2025-10-12,Anand,56,117208,375963,199620,1,0
ATM_011,2025-10-12,Rajkot,193,386386,851081,522459,1,0
